Document,Annotateur,Texte,Début,Fin,Layer,CUI,Type,Confiance,Relation,Source,Cible
common_28490813.txt,AV00440,Leptin receptor,0.0,15.0,Medical,C0385463,organical_chemical,high,,,
common_28490813.txt,AV00440,iNKT,30.0,34.0,Medical,C2350467,anatomy,high,,,
common_28490813.txt,AV00440,multiple myeloma,218.0,234.0,Medical,C0026764,pathology,high,,,
common_28490813.txt,AV00440,adipocyte,159.0,168.0,Medical,C0206131,anatomy,high,,,
common_28490813.txt,AV00440,leptin,294.0,300.0,Medical,C0299583,organical_chemical,high,,,
common_28490813.txt,AV00440,murine,539.0,545.0,Medical,C0591833,organical_chemical,high,,,
common_28490813.txt,AV00440,anti-tumor functionality,618.0,642.0,Medical,,,,,,
common_28490813.txt,AV00440,invariant natural killer T,371.0,397.0,Abbreviation,,reference_object,,,,
common_28490813.txt,AV00440,iNKT,399.0,403.0,Abbreviation,,abbreviation,,,,
common_28490813.txt,AV00440,LR,482.0,484.0,Abbreviation,,abbreviation,,,,
common_28490813.txt,AV00440,leptin receptor,465.0,480.0,Abbreviation,,reference_object,,,,
common_28490813.txt,AV00440,multiple myeloma,218.0,234.0,Abbreviation,,reference_object,,,,
common_28490813.txt,AV00440,MM,236.0,238.0,Abbreviation,,abbreviation,,,,
common_28490813.txt,AV00440,,,,,,,,Refers_to,LR,leptin receptor
common_28490813.txt,AV00440,,,,,,,,Refers_to,iNKT,invariant natural killer T
common_28490813.txt,AV00440,,,,,,,,Refers_to,MM,multiple myeloma
common_28490813.txt,AV45040,iNKT cell,30.0,39.0,Medical,A1.2,anatomy,high,,,
common_28490813.txt,AV45040,myeloma,86.0,93.0,Medical,B2.2.1.2,,,,,
common_28490813.txt,AV45040,Leptin receptor,0.0,15.0,Medical,A1.2,anatomy,high,,,
common_28490813.txt,AV45040,bone marrow,109.0,120.0,Medical,A1.2,anatomy,high,,,
common_28490813.txt,AV45040,adipocyte,159.0,168.0,Medical,A1.2,anatomy,high,,,
common_28490813.txt,AV45040,adipokine leptin,284.0,300.0,Medical,A1.2,,,,,
common_28490813.txt,AV45040,anti- myeloma,324.0,337.0,Medical,A1.4.1.1.1,pharmacologic_substance,high,,,
common_28490813.txt,AV45040,tumor,338.0,343.0,Medical,B2.2.1.2,pathology,high,,,
common_28490813.txt,AV45040,immunity,344.0,352.0,Medical,B2.2.1.1,physiologic_function,high,,,
common_28490813.txt,AV45040,invariant natural killer T,371.0,397.0,Medical,,,,,,
common_28490813.txt,AV45040,cell,405.0,409.0,Medical,A1.2,anatomy,low,,,
common_28490813.txt,AV45040,leptin,447.0,453.0,Medical,B2.2.1.1,physiologic_function,high,,,
common_28490813.txt,AV45040,serum,441.0,446.0,Medical,B2.2.1.1,physiologic_function,low,,,
common_28490813.txt,AV45040,Leukemia,1128.0,1136.0,Medical,B2.2.1.2,pathology,high,,,
common_28490813.txt,AV45040,therapeutic,1070.0,1081.0,Medical,A1.4.1.1.1,pharmacologic_substance,high,,,
common_28490813.txt,AV45040,multiple myeloma,218.0,234.0,Abbreviation,,reference_object,,,,
common_28490813.txt,AV45040,MM,236.0,238.0,Abbreviation,,abbreviation,,,,
common_28490813.txt,AV45040,iNKT,399.0,403.0,Abbreviation,,abbreviation,,,,
common_28490813.txt,AV45040,invariant natural killer T,371.0,397.0,Abbreviation,,reference_object,,,,
common_28490813.txt,AV45040,leptin receptor,465.0,480.0,Abbreviation,,reference_object,,,,
common_28490813.txt,AV45040,LR,482.0,484.0,Abbreviation,,abbreviation,,,,
common_28490813.txt,AV45040,,,,,,,,Refers_to,MM,multiple myeloma
common_28490813.txt,AV45040,,,,,,,,Refers_to,iNKT,invariant natural killer T
common_28490813.txt,AV45040,,,,,,,,Refers_to,LR,leptin receptor
common_27449845.txt,CURATION_USER,Zirconia,21.0,29.0,Medical,C0078814,organical_chemical,,,,
common_27449845.txt,CURATION_USER,Abutments,30.0,39.0,Medical,C0545406,anatomy,,,,
common_27449845.txt,CURATION_USER,zirconia,124.0,132.0,Medical,C0078814,organical_chemical,,,,
common_27449845.txt,CURATION_USER,abutments,133.0,142.0,Medical,C0545406,anatomy,,,,
common_27449845.txt,CURATION_USER,single-tooth crowns,165.0,184.0,Medical,C0226993,anatomy,,,,
common_27706165.txt,CURATION_USER,Leprosy,0.0,7.0,Medical,C0023343,pathology,,,,
common_27706165.txt,CURATION_USER,multibacillary,167.0,181.0,Medical,C1562585,pathology,,,,
common_27706165.txt,CURATION_USER,Mycobacterium leprae,109.0,129.0,Medical,C0026922,bacteria_virus,,,,
common_27706165.txt,CURATION_USER,leprosy,375.0,382.0,Medical,C0023343,pathology,,,,
common_27706165.txt,CURATION_USER,ofloxacin,665.0,674.0,Medical,C0028902,organical_chemical,,,,
common_27706165.txt,CURATION_USER,gyrB,609.0,613.0,Medical,C4034964,anatomy,,,,
common_27706165.txt,CURATION_USER,rifampicin,641.0,651.0,Medical,C0035608,organical_chemical,,,,
common_27706165.txt,CURATION_USER,dapsone,653.0,660.0,Medical,C0010980,organical_chemical,,,,
common_27706165.txt,CURATION_USER,rpoB,586.0,590.0,Medical,C0529552,organical_chemical,,,,
common_27706165.txt,CURATION_USER,slit skin smear,441.0,456.0,Medical,C0444101,anatomy,,,,
common_27706165.txt,CURATION_USER,mutations,524.0,533.0,Medical,C0026882,physiologic_function,,,,
common_27706165.txt,CURATION_USER,genes,619.0,624.0,Medical,C0017337,anatomy,,,,
common_27706165.txt,CURATION_USER,Pro55Leu,836.0,844.0,Medical,C4311297,anatomy,,,,
common_27706165.txt,CURATION_USER,Pro55Leu,929.0,937.0,Medical,C4311297,anatomy,,,,
common_27706165.txt,CURATION_USER,Ser456Leu,775.0,784.0,Medical,C5231577,anatomy,,,,
common_27706165.txt,CURATION_USER,rpoB,896.0,900.0,Medical,C0529552,organical_chemical,,,,
common_27706165.txt,CURATION_USER,Arg94Trp,1200.0,1208.0,Medical,C3552466,anatomy,,,,
common_27706165.txt,CURATION_USER,mutations,1273.0,1282.0,Medical,C0026882,physiologic_function,,,,
common_27706165.txt,CURATION_USER,mutations,1454.0,1463.0,Medical,C0026882,physiologic_function,,,,
common_27706165.txt,CURATION_USER,dapsone,1537.0,1544.0,Medical,C0010980,pharmacologic_substance,,,,
common_27706165.txt,CURATION_USER,leprosy,1757.0,1764.0,Medical,C0023343,pathology,,,,
common_27706165.txt,CURATION_USER,mutations,1732.0,1741.0,Medical,C0026882,physiologic_function,,,,
common_27706165.txt,CURATION_USER,mutations,1800.0,1809.0,Medical,C0026882,physiologic_function,,,,
common_27706165.txt,CURATION_USER,rifampicin,1814.0,1824.0,Medical,C0035608,organical_chemical,,,,
common_27706165.txt,CURATION_USER,M. leprae,422.0,431.0,Medical,C0026922,bacteria_virus,,,,
common_27706165.txt,CURATION_USER,DNA,432.0,435.0,Medical,C0012854,organical_chemical,,,,
common_27706165.txt,CURATION_USER,skin biopsy samples,464.0,483.0,Medical,C0586537,,,,,
common_27706165.txt,CURATION_USER,Drug,8.0,12.0,Medical,C0013227,pharmacologic_substance,,,,
common_27706165.txt,CURATION_USER,drug,130.0,134.0,Medical,C0013227,pharmacologic_substance,,,,
common_27706165.txt,CURATION_USER,drug,343.0,347.0,Medical,C0013227,pharmacologic_substance,,,,
common_27706165.txt,CURATION_USER,drug,541.0,545.0,Medical,C0013227,pharmacologic_substance,,,,
common_27706165.txt,CURATION_USER,mutations,731.0,740.0,Medical,C0026882,physiologic_function,,,,
common_27706165.txt,CURATION_USER,rpoB,753.0,757.0,Medical,C0529552,organical_chemical,,,,
common_27706165.txt,CURATION_USER,gene,758.0,762.0,Medical,C0017337,anatomy,,,,
common_27706165.txt,CURATION_USER,gene,820.0,824.0,Medical,C0017337,anatomy,,,,
common_27706165.txt,CURATION_USER,mutations,873.0,882.0,Medical,C0026882,physiologic_function,,,,
common_27706165.txt,CURATION_USER,mutation,998.0,1006.0,Medical,C0026882,physiologic_function,,,,
common_27706165.txt,CURATION_USER,mutations,1059.0,1068.0,Medical,C0678941,physiologic_function,,,,
common_27706165.txt,CURATION_USER,rpoB,1168.0,1172.0,Medical,C0529552,organical_chemical,,,,
common_27706165.txt,CURATION_USER,M. leprae,1263.0,1272.0,Medical,C0026922,bacteria_virus,,,,
common_27706165.txt,CURATION_USER,drug,1299.0,1303.0,Medical,C0013227,pharmacologic_substance,,,,
common_27706165.txt,CURATION_USER,M. leprae,1630.0,1639.0,Medical,C0026922,bacteria_virus,,,,
common_27706165.txt,CURATION_USER,dapsone,1852.0,1859.0,Medical,C0010980,pharmacologic_substance,,,,
common_27706165.txt,CURATION_USER,M. leprae,422.0,431.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,DNA,432.0,435.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,DRDR,577.0,581.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,drug resistance determining region,541.0,575.0,Abbreviation,,reference_object,,,,
common_27706165.txt,CURATION_USER,DRDR,1080.0,1084.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,M. leprae,1263.0,1272.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,M. leprae,1630.0,1639.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,DRDR,1795.0,1799.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,DRDR,748.0,752.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,DRDR,809.0,813.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,DRDR,891.0,895.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,DRDR,917.0,921.0,Abbreviation,,abbreviation,,,,
common_27706165.txt,CURATION_USER,,,,,,,,Refers_to,DRDR,drug resistance determining region
common_27725796.txt,CURATION_USER,Anxiety,11.0,18.0,Medical,C0003467,pathology,,,,
common_27725796.txt,CURATION_USER,Delusions of Control,20.0,40.0,Medical,C0233685,pathology,,,,
common_27725796.txt,CURATION_USER,Schizophrenia,64.0,77.0,Medical,C0036341,pathology,,,,
common_27725796.txt,CURATION_USER,Agoraphobia,82.0,93.0,Medical,C0001818,pathology,,,,
common_27725796.txt,CURATION_USER,sense of agency,129.0,144.0,Medical,C5940644,physiologic_function,,,,
common_27725796.txt,CURATION_USER,agoraphobia,267.0,278.0,Medical,C0001818,pathology,,,,
common_27725796.txt,CURATION_USER,disorders,364.0,373.0,Medical,C0012634,pathology,,,,
common_27725796.txt,CURATION_USER,schizophrenic symptoms,240.0,262.0,Medical,C2678249,symptom,,,,
common_27882066.txt,CURATION_USER,Codon Usage,26.0,37.0,Medical,C5197798,physiologic_function,,,,
common_27882066.txt,CURATION_USER,Hepatitis C Virus,99.0,116.0,Medical,C0220847,bacteria_virus,,,,
common_27882066.txt,CURATION_USER,hepatitis C virus,122.0,139.0,Medical,C0220847,bacteria_virus,,,,
common_27882066.txt,CURATION_USER,amino acid,309.0,319.0,Medical,C0002520,organical_chemical,,,,
common_27882066.txt,CURATION_USER,codon usage,320.0,331.0,Medical,C5197798,physiologic_function,,,,
common_27882066.txt,CURATION_USER,virus,356.0,361.0,Medical,C0042776,bacteria_virus,,,,
common_27882066.txt,CURATION_USER,codon usage,422.0,433.0,Medical,C5197798,physiologic_function,high,,,
common_27882066.txt,CURATION_USER,HCV,462.0,465.0,Medical,C0220847,bacteria_virus,high,,,
common_27882066.txt,CURATION_USER,HCV genotypes,639.0,652.0,Medical,C1148363,pathology,,,,
common_27882066.txt,CURATION_USER,HCV,710.0,713.0,Medical,C0220847,bacteria_virus,,,,
common_27882066.txt,CURATION_USER,codon usage,933.0,944.0,Medical,C5197798,physiologic_function,,,,
common_27882066.txt,CURATION_USER,codon usage,1011.0,1022.0,Medical,C5197798,physiologic_function,,,,
common_27882066.txt,CURATION_USER,GC,1163.0,1165.0,Medical,C1367452,anatomy,,,,
common_27882066.txt,CURATION_USER,guanine - cytosine,1167.0,1185.0,Medical,C1367452,anatomy,,,,
common_27882066.txt,CURATION_USER,HCV,1153.0,1156.0,Medical,C0220847,bacteria_virus,,,,
common_27882066.txt,CURATION_USER,GC,1237.0,1239.0,Medical,C1367452,anatomy,,,,
common_27882066.txt,CURATION_USER,proteins,1343.0,1351.0,Medical,C0033684,organical_chemical,,,,
common_27882066.txt,CURATION_USER,codon usage,1596.0,1607.0,Medical,C5197798,physiologic_function,,,,
common_27882066.txt,CURATION_USER,codon usage,758.0,769.0,Medical,C5197798,physiologic_function,,,,
common_27882066.txt,CURATION_USER,genome,1196.0,1202.0,Medical,C0017428,anatomy,,,,
common_27882066.txt,CURATION_USER,gene expression,1408.0,1423.0,Medical,C0017262,physiologic_function,,,,
common_27882066.txt,CURATION_USER,HCV,141.0,144.0,Abbreviation,,acronym,,,,
common_27882066.txt,CURATION_USER,hepatitis C virus,122.0,139.0,Abbreviation,,reference_object,,,,
common_27882066.txt,CURATION_USER,HCV,274.0,277.0,Abbreviation,,acronym,,,,
common_27882066.txt,CURATION_USER,HCV,462.0,465.0,Abbreviation,,abbreviation,,,,
common_27882066.txt,CURATION_USER,HCV,639.0,642.0,Abbreviation,,abbreviation,,,,
common_27882066.txt,CURATION_USER,GC,1163.0,1165.0,Abbreviation,,acronym,,,,
common_27882066.txt,CURATION_USER,guanine - cytosine,1167.0,1185.0,Abbreviation,,reference_object,,,,
common_27882066.txt,CURATION_USER,HCV,710.0,713.0,Abbreviation,,acronym,,,,
common_27882066.txt,CURATION_USER,HCV,1153.0,1156.0,Abbreviation,,acronym,,,,
common_27882066.txt,CURATION_USER,,,,,,,,Refers_to,HCV,hepatitis C virus
common_27935120.txt,CURATION_USER,high-risk human papillomavirus infection,14.0,54.0,Medical,C1708287,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,high-risk human papillomavirus,192.0,222.0,Medical,C1708287,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HR-HPV,224.0,230.0,Medical,C1708287,pathology,,,,
common_27935120.txt,CURATION_USER,HPV,314.0,317.0,Medical,C0021344,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,cervix,358.0,364.0,Medical,C0007874,anatomy,,,,
common_27935120.txt,CURATION_USER,HPV infection,425.0,438.0,Medical,C0343641,pathology,,,,
common_27935120.txt,CURATION_USER,HR-HPV,482.0,488.0,Medical,C1708287,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HR-HPV,506.0,512.0,Medical,C1708287,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-18,552.0,558.0,Medical,C0999807,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-52,544.0,550.0,Medical,C3641016,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-31,564.0,570.0,Medical,C2936597,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-16,528.0,534.0,Medical,C0999806,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-58,536.0,542.0,Medical,C3641018,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HR-HPV,590.0,596.0,Medical,C1708287,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-16,725.0,731.0,Medical,C0999806,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-31,761.0,767.0,Medical,C2936597,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-18,733.0,739.0,Medical,C0999807,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-58,741.0,747.0,Medical,C3641018,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-52,749.0,755.0,Medical,C3641016,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-16,769.0,775.0,Medical,C0999806,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-18,780.0,786.0,Medical,C0999807,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,cervical cancer,813.0,828.0,Medical,C4048328,pathology,,,,
common_27935120.txt,CURATION_USER,HR-HPVs,864.0,871.0,Medical,C1708287,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,cervical lesions.,898.0,915.0,Medical,C0235656,pathology,,,,
common_27935120.txt,CURATION_USER,HPV infection,931.0,944.0,Medical,C0343641,pathology,,,,
common_27935120.txt,CURATION_USER,HR-HPV infection,1042.0,1058.0,Medical,C1708287,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,cervical cancer,1063.0,1078.0,Medical,C4048328,pathology,,,,
common_27935120.txt,CURATION_USER,HPV-16,1080.0,1086.0,Medical,C0999806,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,HPV-18,1091.0,1097.0,Medical,C0999807,bacteria_virus,,,,
common_27935120.txt,CURATION_USER,infection,232.0,241.0,Medical,C3714514,pathology,,,,
common_27935120.txt,CURATION_USER,infection,840.0,849.0,Medical,C3714514,pathology,,,,
common_27935120.txt,CURATION_USER,high-risk human papillomavirus,192.0,222.0,Abbreviation,,reference_object,,,,
common_27935120.txt,CURATION_USER,HR-HPV,224.0,230.0,Abbreviation,,acronym,,,,
common_27935120.txt,CURATION_USER,HPV,314.0,317.0,Abbreviation,,abbreviation,,,,
common_27935120.txt,CURATION_USER,,,,,,,,Causes,HR-HPV,HPV infection
common_27935120.txt,CURATION_USER,,,,,,,,Causes,HPV-16,cervical cancer
common_27935120.txt,CURATION_USER,,,,,,,,Causes,HPV-18,cervical cancer
common_27935120.txt,CURATION_USER,,,,,,,,Refers_to,HR-HPV,high-risk human papillomavirus
common_28139665.txt,CURATION_USER,Vitamin D Receptor,0.0,18.0,Medical,C0108082,organical_chemical,,,,
common_28139665.txt,CURATION_USER,cardiovascular disease,211.0,233.0,Medical,C0007222,pathology,,,,
common_28139665.txt,CURATION_USER,malignancy,235.0,245.0,Medical,C0006826,pathology,,,,
common_28139665.txt,CURATION_USER,infections,251.0,261.0,Medical,C3714514,pathology,,,,
common_28139665.txt,CURATION_USER,infection-related,798.0,815.0,Medical,C3714514,pathology,,,,
common_28139665.txt,CURATION_USER,malignancy-related,843.0,861.0,Medical,C0006826,pathology,,,,
common_28139665.txt,CURATION_USER,infection,1014.0,1023.0,Medical,C3714514,pathology,,,,
common_28139665.txt,CURATION_USER,malignancy,1030.0,1040.0,Medical,C0006826,pathology,,,,
common_28139665.txt,CURATION_USER,infection,1378.0,1387.0,Medical,C3714514,pathology,,,,
common_28139665.txt,CURATION_USER,malignancy,1392.0,1402.0,Medical,C0006826,pathology,,,,
common_28139665.txt,CURATION_USER,cardiovascular disease,1416.0,1438.0,Medical,C0007222,,,,,
common_28139665.txt,CURATION_USER,Vitamin D receptor,141.0,159.0,Medical,C0108082,organical_chemical,,,,
common_28139665.txt,CURATION_USER,VDRA,172.0,176.0,Abbreviation,,abbreviation,,,,
common_28139665.txt,CURATION_USER,VDRA,530.0,534.0,Abbreviation,,abbreviation,,,,
common_28139665.txt,CURATION_USER,VDRA,956.0,960.0,Abbreviation,,abbreviation,,,,
common_28139665.txt,CURATION_USER,VDRA,1370.0,1374.0,Abbreviation,,abbreviation,,,,
common_28139665.txt,CURATION_USER,Vitamin D receptor activators,141.0,170.0,Abbreviation,,reference_object,,,,
common_28139665.txt,CURATION_USER,,,,,,,,Causes,Vitamin D receptor,cardiovascular disease
common_28139665.txt,CURATION_USER,,,,,,,,Causes,Vitamin D receptor,malignancy
common_28139665.txt,CURATION_USER,,,,,,,,Causes,Vitamin D receptor,infections
common_28139665.txt,CURATION_USER,,,,,,,,Refers_to,VDRA,Vitamin D receptor activators
common_28239424.txt,CURATION_USER,protein,193.0,200.0,Medical,C0033684,organical_chemical,,,,
common_28239424.txt,CURATION_USER,copolymers,554.0,564.0,Medical,C0596383,organical_chemical,,,,
common_28239424.txt,CURATION_USER,hydrophobic,578.0,589.0,Medical,C0678607,physiologic_function,,,,
common_28239424.txt,CURATION_USER,cationic ammonium,712.0,729.0,Medical,C3488947,pharmacologic_substance,,,,
common_28239424.txt,CURATION_USER,anionic,741.0,748.0,Medical,C0003075,organical_chemical,,,,
common_28239424.txt,CURATION_USER,ions,757.0,761.0,Medical,C0022023,organical_chemical,,,,
common_28239424.txt,CURATION_USER,hydration,800.0,809.0,Medical,C4520800,physiologic_function,,,,
common_28239424.txt,CURATION_USER,hydrogen bonding,838.0,854.0,Medical,C0020276,physiologic_function,,,,
common_28239424.txt,CURATION_USER,self-assembly process,896.0,917.0,Medical,C0872376,physiologic_function,,,,
common_28239424.txt,CURATION_USER,self-assembly,1031.0,1044.0,Medical,C0872376,physiologic_function,,,,
common_28239424.txt,CURATION_USER,copolymers,1052.0,1062.0,Medical,C0596383,organical_chemical,,,,
common_28239424.txt,CURATION_USER,self-assembly processes,1246.0,1269.0,Medical,C0872376,physiologic_function,,,,
common_28239424.txt,CURATION_USER,stimuli - responsive,1225.0,1245.0,Medical,C0542478,physiologic_function,,,,
common_28239424.txt,CURATION_USER,protein folding,221.0,236.0,Medical,C0162847,physiologic_function,,,,
common_28239424.txt,CURATION_USER,Non-covalent interactions,0.0,25.0,Medical,C1511539,physiologic_function,,,,
common_28239424.txt,CURATION_USER,UPS,543.0,546.0,Abbreviation,,abbreviation,,,,
common_28239424.txt,CURATION_USER,UPS,1048.0,1051.0,Abbreviation,,abbreviation,,,,
common_28239424.txt,CURATION_USER,ultra-pH sensitive,523.0,541.0,Abbreviation,,reference_object,,,,
common_28253085.txt,CURATION_USER,Tobacco Smoke Effects,60.0,81.0,Medical,C2886026,injury_or_poisoning,,,,
common_28253085.txt,CURATION_USER,Caffeine,129.0,137.0,Medical,C0006644,organical_chemical,,,,
common_28253085.txt,CURATION_USER,Urine,138.0,143.0,Medical,C0042036,organical_chemical,,,,
common_28253085.txt,CURATION_USER,CYP1A2,85.0,91.0,Medical,C1332826,anatomy,,,,
common_28253085.txt,CURATION_USER,CYP2A6,96.0,102.0,Medical,C1413868,anatomy,,,,
common_28253085.txt,CURATION_USER,diseases,250.0,258.0,Medical,C0012634,pathology,,,,
common_28253085.txt,CURATION_USER,tobacco,370.0,377.0,Medical,C0040329,organical_chemical,,,,
common_28253085.txt,CURATION_USER,cytochrome P450,549.0,564.0,Medical,C0010762,organical_chemical,,,,
common_28253085.txt,CURATION_USER,drug interaction,589.0,605.0,Medical,C0678798,pathology,,,,
common_28253085.txt,CURATION_USER,drug metabolism,710.0,725.0,Medical,C0683140,physiologic_function,,,,
common_28253085.txt,CURATION_USER,tobacco smoke,802.0,815.0,Medical,C0439994,organical_chemical,,,,
common_28253085.txt,CURATION_USER,enzyme activities,896.0,913.0,Medical,C0243102,physiologic_function,,,,
common_28253085.txt,CURATION_USER,caffeine,928.0,936.0,Medical,C0006644,organical_chemical,,,,
common_28253085.txt,CURATION_USER,urine,937.0,942.0,Medical,C0042036,organical_chemical,,,,
common_28253085.txt,CURATION_USER,CYP2A6,889.0,895.0,Medical,C3884187,organical_chemical,,,,
common_28253085.txt,CURATION_USER,tobacco smoke,1140.0,1153.0,Medical,C0439994,organical_chemical,,,,
common_28253085.txt,CURATION_USER,CYP1A2,1312.0,1318.0,Medical,C1620185,organical_chemical,,,,
common_28253085.txt,CURATION_USER,CYP2A6,1323.0,1329.0,Medical,C3884187,organical_chemical,,,,
common_28253085.txt,CURATION_USER,CYP1A2,878.0,884.0,Medical,C1620185,organical_chemical,,,,
common_28253085.txt,CURATION_USER,CYP2A6,1503.0,1509.0,Medical,C3884187,organical_chemical,,,,
common_28253085.txt,CURATION_USER,CYP1A2,1492.0,1498.0,Medical,C1620185,organical_chemical,,,,
common_28253085.txt,CURATION_USER,drug metabolism,1812.0,1827.0,Medical,C0683140,physiologic_function,,,,
common_28253085.txt,CURATION_USER,tobacco,1887.0,1894.0,Medical,C0040329,organical_chemical,,,,
common_28253085.txt,CURATION_USER,drug metabolism,1947.0,1962.0,Medical,C0683140,physiologic_function,,,,
common_28253085.txt,CURATION_USER,tobacco smoke effects,2119.0,2140.0,Medical,C2886026,injury_or_poisoning,,,,
common_28253085.txt,CURATION_USER,CYP450,2144.0,2150.0,Medical,C0010762,organical_chemical,,,,
common_28253085.txt,CURATION_USER,CYP1A2,85.0,91.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,CYP2A6,96.0,102.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,CYP450,566.0,572.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,cytochrome P450,549.0,564.0,Abbreviation,,reference_object,,,,
common_28253085.txt,CURATION_USER,CYP1A2,878.0,884.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,CYP2A6,889.0,895.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,CYP1A2,1312.0,1318.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,CYP2A6,1323.0,1329.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,CYP1A2,1492.0,1498.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,CYP2A6,1503.0,1509.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,CYP450,2144.0,2150.0,Abbreviation,,abbreviation,,,,
common_28253085.txt,CURATION_USER,,,,,,,,Causes,Tobacco Smoke Effects,diseases
common_28253085.txt,CURATION_USER,,,,,,,,Refers_to,CYP450,cytochrome P450
common_28472931.txt,CURATION_USER,addictive behaviors,55.0,74.0,Medical,C0085281,pathology,,,,
common_28472931.txt,CURATION_USER,addictive behaviors,225.0,244.0,Medical,C0085281,pathology,,,,
common_28472931.txt,CURATION_USER,substance-related addictions,314.0,342.0,Medical,C4324263,pathology,,,,
common_28472931.txt,CURATION_USER,behavioral,718.0,728.0,Medical,C5886745,pathology,,,,
common_28472931.txt,CURATION_USER,substance-related addiction problems,732.0,768.0,Medical,C0848950,pathology,,,,
common_28472931.txt,CURATION_USER,addictive behaviors,839.0,858.0,Medical,C0085281,pathology,,,,
common_28472931.txt,CURATION_USER,addictive behaviors,1081.0,1100.0,Medical,C0085281,pathology,,,,
common_28472931.txt,CURATION_USER,addictive behaviors,1410.0,1429.0,Medical,C0085281,pathology,,,,
common_28472931.txt,CURATION_USER,addictive behaviors,1637.0,1656.0,Medical,C0085281,pathology,,,,
common_28472931.txt,CURATION_USER,alcohol abuse,1885.0,1898.0,Medical,C0085762,pathology,,,,
common_28472931.txt,CURATION_USER,behavioral addictions,1936.0,1957.0,Medical,C4285828,pathology,,,,
common_28472931.txt,CURATION_USER,addictive behaviors,2071.0,2090.0,Medical,C0085281,pathology,,,,
common_28472931.txt,CURATION_USER,addictive behavior,2229.0,2247.0,Medical,C0085281,pathology,,,,
common_28472931.txt,CURATION_USER,addictive behaviors,2343.0,2362.0,Medical,C0085281,pathology,,,,
common_28472931.txt,CURATION_USER,trauma,35.0,41.0,Medical,C3203533,injury_or_poisoning,,,,
common_28472931.txt,CURATION_USER,trauma,1050.0,1056.0,Medical,C3203533,injury_or_poisoning,,,,
common_28472931.txt,CURATION_USER,trauma,1384.0,1390.0,Medical,C3203533,injury_or_poisoning,,,,
common_28472931.txt,CURATION_USER,interpersonal trauma,2035.0,2055.0,Medical,C3203533,injury_or_poisoning,,,,
common_28490813.txt,CURATION_USER,cell function,35.0,48.0,Medical,C0007613,physiologic_function,,,,
common_28490813.txt,CURATION_USER,iNKT,30.0,34.0,Medical,C2350467,anatomy,,,,
common_28490813.txt,CURATION_USER,Leptin receptor,0.0,15.0,Medical,C0385463,organical_chemical,,,,
common_28490813.txt,CURATION_USER,multiple myeloma,77.0,93.0,Medical,C0026764,pathology,,,,
common_28490813.txt,CURATION_USER,bone marrow,109.0,120.0,Medical,C0005953,anatomy,,,,
common_28490813.txt,CURATION_USER,aging,134.0,139.0,Medical,C0001811,physiologic_function,,,,
